	Chr	Start	End	Name	Score	Strand	Length	Average_expression
ENSG00000111405	chr12	47709734	47725567	ENDOU	0	-	15833	0.426
ENSG00000111536	chr12	68201349	68225810	IL26	0	-	24461	0.025
ENSG00000111537	chr12	68154768	68159740	IFNG	0	-	4972	0.364
ENSG00000111701	chr12	7649400	7665908	APOBEC1	0	-	16508	0.017
ENSG00000111704	chr12	7787794	7799146	NANOG	0	+	11352	0.08
ENSG00000111732	chr12	8602170	8612867	AICDA	0	-	10697	0.329
ENSG00000111783	chr12	106583004	106762803	RFX4	0	+	179799	0.13
ENSG00000111886	chr6	89254464	89315299	GABRR2	0	-	60835	0.179
ENSG00000112041	chr6	35497874	35512896	TULP1	0	-	15022	0.174
ENSG00000112053	chr6	35943516	36024868	SLC26A8	0	-	81352	0.393
ENSG00000112077	chr6	49605175	49636839	RHAG	0	-	31664	0.036
ENSG00000112115	chr6	52186375	52190638	IL17A	0	+	4263	0.008
ENSG00000112116	chr6	52236681	52244500	IL17F	0	-	7819	0.003
ENSG00000112164	chr6	39048781	39091303	GLP1R	0	+	42522	0.687
ENSG00000112195	chr6	41189749	41201149	TREML2	0	-	11400	0.346
ENSG00000112232	chr6	61679961	62286225	KHDRBS2	0	-	606264	0.111
ENSG00000112238	chr6	99606774	99615578	PRDM13	0	+	8804	0.152
ENSG00000112273	chr6	22569566	22571666	HDGFL1	0	+	2100	0.021
ENSG00000112333	chr6	108166022	108188805	NR2E1	0	+	22783	0.229
ENSG00000112337	chr6	25912754	25930691	SLC17A2	0	-	17937	0.002
ENSG00000112494	chr6	167271169	167316014	UNC93A	0	+	44845	0.09
ENSG00000112499	chr6	160171061	160277638	SLC22A2	0	-	106577	0.044
ENSG00000112539	chr6	165279664	165309605	C6orf118	0	-	29941	0.124
ENSG00000112599	chr6	42183284	42194956	GUCA1B	0	-	11672	0.558
ENSG00000112619	chr6	42696598	42722597	PRPH2	0	-	25999	0.99
ENSG00000112706	chr6	75921114	76072678	IMPG1	0	-	151564	0.629
ENSG00000112818	chr6	46793389	46839778	MEP1A	0	+	46389	0.091
ENSG00000113073	chr5	140360194	140375141	SLC4A9	0	+	14947	0.049
ENSG00000113100	chr5	26880597	27121150	CDH9	0	-	240553	0.006
ENSG00000113196	chr5	154474972	154478227	HAND1	0	-	3255	0.054
ENSG00000113249	chr5	157029413	157059119	HAVCR1	0	-	29706	0.095
ENSG00000113262	chr5	178977587	178996206	GRM6	0	-	18619	0.256
ENSG00000113302	chr5	159314780	159330487	IL12B	0	-	15707	0.287
ENSG00000113303	chr5	180899077	180950906	BTNL8	0	+	51829	0.092
ENSG00000113327	chr5	162000057	162162977	GABRG2	0	+	162920	0.682
ENSG00000113492	chr5	34998101	35048135	AGXT2	0	-	50034	0.148
ENSG00000113520	chr5	132673986	132682678	IL4	0	+	8692	0.023
ENSG00000113722	chr5	150166778	150184558	CDX1	0	+	17780	0.382
ENSG00000113889	chr3	186717348	186744410	KNG1	0	+	27062	0.05
ENSG00000113905	chr3	186660216	186678234	HRG	0	+	18018	0.025
ENSG00000113946	chr3	190322541	190412138	CLDN16	0	+	89597	0.36
ENSG00000114113	chr3	139452884	139480747	RBP2	0	-	27863	0.341
ENSG00000114349	chr3	50191610	50197696	GNAT1	0	+	6086	0.038
ENSG00000114374	chrY	12537650	12860839	USP9Y	0	+	323189	0.379
ENSG00000114455	chr3	108296490	108378285	HHLA2	0	+	81795	0.053
ENSG00000114487	chr3	108958248	109118134	MORC1	0	-	159886	0.047
ENSG00000114771	chr3	151814073	151828488	AADAC	0	+	14415	0.282
ENSG00000114854	chr3	52451100	52454041	TNNC1	0	-	2941	0.777
ENSG00000115008	chr2	112773925	112784493	IL1A	0	-	10568	0.342
ENSG00000115138	chr2	25160853	25168903	POMC	0	-	8050	0.735
ENSG00000115155	chr2	26457203	26558756	OTOF	0	-	101553	0.6
ENSG00000115194	chr2	27253684	27275817	SLC30A3	0	-	22133	0.327
ENSG00000115263	chr2	162142882	162152404	GCG	0	-	9522	0.173
ENSG00000115297	chr2	74513463	74517148	TLX2	0	+	3685	0.128
ENSG00000115361	chr2	210187126	210225447	ACADL	0	-	38321	0.921
ENSG00000115386	chr2	79120362	79123409	REG1A	0	+	3047	0.305
ENSG00000115488	chr2	233032672	233035057	NEU2	0	+	2385	0.001
ENSG00000115592	chr2	218822383	218832086	PRKAG3	0	-	9703	0.2
ENSG00000115593	chr2	88067825	88113384	SMYD1	0	+	45559	0.972
ENSG00000115607	chr2	102418689	102452565	IL18RAP	0	+	33876	0.623
ENSG00000115665	chr2	107986523	108013994	SLC5A7	0	+	27471	0.535
ENSG00000115718	chr2	127418427	127429242	PROC	0	+	10815	0.726
ENSG00000115850	chr2	135787850	135837184	LCT	0	-	49334	0.664
ENSG00000116183	chr1	176463171	176845601	PAPPA2	0	+	382430	0.774
ENSG00000116254	chr1	6101787	6180321	CHD5	0	-	78534	0.639
ENSG00000116544	chr1	34865436	34929650	DLGAP3	0	-	64214	0.905
ENSG00000116703	chr1	186443566	186461114	PDC	0	-	17548	0.068
ENSG00000116721	chr1	12791397	12796628	PRAMEF1	0	+	5231	0.005
ENSG00000116726	chr1	12773738	12777906	PRAMEF12	0	+	4168	0.01
ENSG00000116745	chr1	68428822	68449954	RPE65	0	-	21132	0.061
ENSG00000116748	chr1	114673090	114695618	AMPD1	0	-	22528	0.452
ENSG00000116785	chr1	196774813	196795407	CFHR3	0	+	20594	0.549
ENSG00000116981	chr1	39651229	39672107	NT5C1A	0	-	20878	0.018
ENSG00000116983	chr1	39678648	39691485	HPCAL4	0	-	12837	0.258
ENSG00000116996	chr1	237877864	237890922	ZP4	0	-	13058	0.104
ENSG00000117400	chr1	43337818	43354466	MPL	0	+	16648	0.135
ENSG00000117477	chr1	169394870	169460669	CCDC181	0	-	65799	0.564
ENSG00000117501	chr1	170935526	171064765	MROH9	0	+	129239	0.094
ENSG00000117598	chr1	98890245	99005032	PLPPR5	0	-	114787	0.284
ENSG00000117601	chr1	173903800	173917327	SERPINC1	0	-	13527	0.235
ENSG00000117834	chr1	48222685	48248644	SLC5A9	0	+	25959	0.696
ENSG00000117971	chr15	78624111	78727754	CHRNB4	0	-	103643	0.291
ENSG00000118004	chr2	3594832	3644644	COLEC11	0	+	49812	0.697
ENSG00000118017	chr3	138123713	138132390	A4GNT	0	-	8677	0.046
ENSG00000118113	chr11	102711796	102727050	MMP8	0	-	15254	0.37
ENSG00000118137	chr11	116835751	116837622	APOA1	0	-	1871	0.392
ENSG00000118231	chr2	208121607	208124524	CRYGD	0	-	2917	0.001
ENSG00000118245	chr2	216859458	216860064	TNP1	0	-	606	0.007
ENSG00000118271	chr18	31557009	31598833	TTR	0	+	41824	0.261
ENSG00000118322	chr5	160563120	160852214	ATP10B	0	-	289094	0.562
ENSG00000118434	chr6	88047841	88066838	SPACA1	0	+	18997	0.003
ENSG00000118492	chr6	146598967	146815462	ADGB	0	+	216495	0.155
ENSG00000118514	chr6	134917393	134950115	ALDH8A1	0	-	32722	0.722
ENSG00000118520	chr6	131470832	131584332	ARG1	0	+	113500	0.123
ENSG00000118526	chr6	133889113	133895553	TCF21	0	+	6440	0.055
ENSG00000118702	chr20	37251086	37261819	GHRH	0	-	10733	0.478
ENSG00000119121	chr9	74722495	74888094	TRPM6	0	-	165599	0.829
ENSG00000119125	chr9	72114595	72257193	GDA	0	+	142598	0.148
ENSG00000119614	chr14	74239449	74262738	VSX2	0	+	23289	0.071
ENSG00000119715	chr14	76310712	76501837	ESRRB	0	+	191125	0.476
ENSG00000119913	chr10	112283400	112305038	TECTB	0	+	21638	0.006
ENSG00000119915	chr10	102226299	102229589	ELOVL3	0	+	3290	0.711
ENSG00000119919	chr10	99532942	99536524	NKX2-3	0	+	3582	0.118
ENSG00000119973	chr10	118589997	118595648	PRLHR	0	-	5651	0.104
ENSG00000120051	chr10	104353833	104455102	CFAP58	0	+	101269	0.607
ENSG00000120054	chr10	100042193	100081869	CPN1	0	-	39676	0.007
ENSG00000120057	chr10	97766751	97771999	SFRP5	0	-	5248	0.304
ENSG00000120094	chr17	48528526	48531011	HOXB1	0	-	2485	0.168
ENSG00000120160	chr9	27284654	27297150	EQTN	0	-	12496	0.024
ENSG00000120211	chr9	5231419	5235304	INSL4	0	+	3885	0.042
ENSG00000120235	chr9	21349835	21351378	IFNA6	0	-	1543	0.004
ENSG00000120242	chr9	21409117	21410185	IFNA8	0	+	1068	0.002
ENSG00000120337	chr1	173039202	173050941	TNFSF18	0	-	11739	0.422
ENSG00000120440	chr6	167325071	167359503	TTLL2	0	+	34432	0.104
ENSG00000120471	chr11	128934731	128943399	TP53AIP1	0	-	8668	0.658
ENSG00000120498	chrX	70528940	70908711	TEX11	0	-	379771	0.261
ENSG00000120500	chrX	70268305	70281840	ARR3	0	+	13535	0.169
ENSG00000120563	chr10	29289061	29318328	LYZL1	0	+	29267	0.074
ENSG00000120729	chr5	137867858	137887851	MYOT	0	+	19993	0.549
ENSG00000120903	chr8	27459756	27479883	CHRNA2	0	-	20127	0.221
ENSG00000120907	chr8	26748150	26867278	ADRA1A	0	-	119128	0.205
ENSG00000120937	chr1	11857464	11858945	NPPB	0	-	1481	0.02
ENSG00000120952	chr1	12857086	12861909	PRAMEF2	0	+	4823	0.004
ENSG00000121053	chr17	58192726	58205174	EPX	0	+	12448	0.2
ENSG00000121075	chr17	61452404	61485110	TBX4	0	+	32706	0.326
ENSG00000121314	chr12	10806051	10807286	TAS2R8	0	-	1235	0.008
ENSG00000121335	chr12	11391540	11501041	PRB2	0	-	109501	0.165
ENSG00000121377	chr12	10801532	10802627	TAS2R7	0	-	1095	0.003
ENSG00000121381	chr12	10809094	10810168	TAS2R9	0	-	1074	0.006
ENSG00000121446	chr1	182409192	182560599	RGSL1	0	+	151407	0.031
ENSG00000121570	chr3	109326144	109337546	DPPA4	0	-	11402	0.104
ENSG00000121634	chr1	147902795	147909269	GJA8	0	+	6474	0.005
ENSG00000121743	chr13	20138255	20161052	GJA3	0	-	22797	0.311
ENSG00000121853	chr3	172443291	172448456	GHSR	0	-	5165	0.061
ENSG00000121871	chr3	165186720	165197109	SLITRK3	0	-	10389	0.479
ENSG00000122012	chr5	76083383	76353939	SV2C	0	+	270556	0.406
ENSG00000122121	chrX	129738949	129769536	XPNPEP2	0	+	30587	0.947
ENSG00000122133	chr9	135561756	135566955	PAEP	0	+	5199	0.621
ENSG00000122145	chrX	80014753	80031774	TBX22	0	+	17021	0.152
ENSG00000122180	chr1	203083129	203086012	MYOG	0	-	2883	0.103
ENSG00000122194	chr6	160702238	160754097	PLG	0	+	51859	0.13
ENSG00000122223	chr1	160830160	160862887	CD244	0	-	32727	0.721
ENSG00000122543	chr7	5879827	5886363	OCM	0	+	6536	0.088
ENSG00000122585	chr7	24284188	24291862	NPY	0	+	7674	0.449
ENSG00000122711	chr9	33218365	33248567	SPINK4	0	+	30202	0.418
ENSG00000122733	chr9	34957608	34982544	PHF24	0	+	24936	0.897
ENSG00000122787	chr7	138002324	138118305	AKR1D1	0	+	115981	0.413
ENSG00000122852	chr10	79610939	79615455	SFTPA1	0	+	4516	0.224
ENSG00000122859	chr10	69571698	69573422	NEUROG3	0	-	1724	0.141
ENSG00000123165	chrX	128050962	128052403	ACTRT1	0	-	1441	0.004
ENSG00000123171	chr13	51861969	51866232	CCDC70	0	+	4263	0.012
ENSG00000123307	chr12	55019974	55030017	NEUROD4	0	+	10043	0.188
ENSG00000123454	chr9	133636363	133659329	DBH	0	+	22966	0.292
ENSG00000123496	chrX	115003975	115019977	IL13RA2	0	-	16002	0.575
ENSG00000123561	chrX	106032435	106038727	SERPINA7	0	-	6292	0.004
ENSG00000123569	chrX	104011147	104013708	H2BW1	0	-	2561	0.007
ENSG00000123576	chrX	104250038	104254933	ESX1	0	-	4895	0.055
ENSG00000123584	chrX	149781930	149787737	MAGEA9	0	+	5807	0.592
ENSG00000123594	chrX	13318647	13320053	ATXN3L	0	-	1406	0.006
ENSG00000123843	chr1	207088860	207099993	C4BPB	0	+	11133	0.915
ENSG00000123901	chr11	94377316	94401419	GPR83	0	-	24103	0.399
ENSG00000123977	chr2	227871054	227924344	DAW1	0	+	53290	0.026
ENSG00000124003	chr2	222671658	222709930	MOGAT1	0	+	38272	0.04
ENSG00000124089	chr20	56248732	56249815	MC3R	0	+	1083	0.007
ENSG00000124092	chr20	57495966	57525652	CTCFL	0	-	29686	0.098
ENSG00000124116	chr20	45747944	45791932	WFDC3	0	-	43988	0.71
ENSG00000124134	chr20	45091214	45101127	KCNS1	0	-	9913	0.984
ENSG00000124157	chr20	45221373	45224458	SEMG2	0	+	3085	0.095
ENSG00000124159	chr20	45293445	45308529	MATN4	0	-	15084	0.618
ENSG00000124194	chr20	44247099	44280947	GDAP1L1	0	+	33848	0.277
ENSG00000124196	chr20	43726164	43727002	GTSF1L	0	-	838	0.038
ENSG00000124215	chr20	59958423	60034011	CDH26	0	+	75588	0.843
ENSG00000124227	chr20	58218495	58228653	ANKRD60	0	-	10158	0.003
ENSG00000124233	chr20	45207033	45209768	SEMG1	0	+	2735	0.02
ENSG00000124260	chrX	152133310	152138578	MAGEA10	0	-	5268	0.583
ENSG00000124334	chrX	155997696	156010817	IL9R	0	+	13121	0.687
ENSG00000124334	chrY	57184216	57197337	IL9R	0	+	13121	0.687
ENSG00000124391	chr16	88638572	88640468	IL17C	0	+	1896	0.074
ENSG00000124449	chr19	43716076	43720021	IRGC	0	+	3945	0.017
ENSG00000124467	chr19	42752686	42855691	PSG8	0	-	103005	0.03
ENSG00000124469	chr19	42580243	42595055	CEACAM8	0	-	14812	0.71
ENSG00000124490	chr6	49692358	49713590	CRISP2	0	-	21232	0.365
ENSG00000124564	chr6	25833066	25882286	SLC17A3	0	-	49220	0.066
ENSG00000124568	chr6	25782915	25832052	SLC17A1	0	-	49137	0.011
ENSG00000124610	chr6	26017032	26017787	H1-1	0	-	755	0.09
ENSG00000124657	chr6	27957241	27958182	OR2B6	0	+	941	0.398
ENSG00000124678	chr6	35118071	35148610	TCP11	0	-	30539	0.248
ENSG00000124721	chr6	38715311	39030792	DNAH8	0	+	315481	0.271
ENSG00000124812	chr6	49834257	49877096	CRISP1	0	-	42839	0.093
ENSG00000124818	chr6	47781982	47832780	OPN5	0	+	50798	0.013
ENSG00000124875	chr4	73836640	73849064	CXCL6	0	+	12424	0.462
ENSG00000124900	chr11	55883297	55891810	TRIM51	0	+	8513	0.009
ENSG00000125046	chr3	8619386	8745040	SSUH2	0	-	125654	0.849
ENSG00000125084	chr12	48978322	48982620	WNT1	0	+	4298	0.032
ENSG00000125207	chr12	130337887	130372637	PIWIL1	0	+	34750	0.055
ENSG00000125255	chr13	103043998	103066417	SLC10A2	0	-	22419	0.005
ENSG00000125285	chr13	94709622	94712545	SOX21	0	-	2923	0.11
ENSG00000125337	chr6	167996241	168045091	KIF25	0	+	48850	0.371
ENSG00000125409	chr17	15303811	15341632	TEKT3	0	-	37821	0.997
ENSG00000125492	chr9	132582606	132590252	BARHL1	0	+	7646	0.016
ENSG00000125498	chr19	54769793	54784322	KIR2DL1	0	+	14529	0.104
ENSG00000125531	chr20	63547891	63556695	FNDC11	0	+	8804	0.837
ENSG00000125533	chr20	63005927	63007035	BHLHE23	0	-	1108	0.005
ENSG00000125571	chr2	112911165	112918882	IL37	0	+	7717	0.043
ENSG00000125726	chr19	6583183	6604103	CD70	0	-	20920	0.635
ENSG00000125787	chr20	3043622	3045747	GNRH2	0	+	2125	0.07
ENSG00000125788	chr20	142590	145751	DEFB126	0	+	3161	0.035
ENSG00000125798	chr20	22580998	22585455	FOXA2	0	-	4457	0.104
ENSG00000125813	chr20	21705659	21718481	PAX1	0	+	12822	0.972
ENSG00000125815	chr20	23491101	23496010	CST8	0	+	4909	0.01
ENSG00000125816	chr20	21395365	21397526	NKX2-4	0	-	2161	0.012
ENSG00000125823	chr20	23426104	23444930	CSTL1	0	+	18826	0.052
ENSG00000125831	chr20	23450403	23452876	CST11	0	-	2473	0.039
ENSG00000125861	chr20	3659248	3663399	GFRA4	0	-	4151	0.003
ENSG00000125872	chr20	6040546	6054060	LRRN4	0	-	13514	0.575
ENSG00000125878	chr20	604257	610309	TCF15	0	-	6052	0.501
ENSG00000125879	chr20	16748358	16770062	OTOR	0	+	21704	0.296
ENSG00000125888	chr20	17693672	17735871	BANF2	0	+	42199	0.009
ENSG00000125903	chr20	227258	229886	DEFB129	0	+	2628	0.001
ENSG00000125975	chr20	35523186	35529652	C20orf173	0	-	6466	0.007
ENSG00000125998	chr20	35285731	35292425	FAM83C	0	-	6694	0.264
ENSG00000126231	chr13	113158648	113172386	PROZ	0	+	13738	0.291
ENSG00000126233	chr8	142740949	142742406	SLURP1	0	-	1457	0.514
ENSG00000126251	chr19	35371068	35372962	GPR42	0	+	1894	0.093
ENSG00000126266	chr19	35351552	35353862	FFAR1	0	+	2310	0.039
ENSG00000126337	chr17	41486136	41492546	KRT36	0	-	6410	0.108
ENSG00000126467	chr19	49739753	49763306	TSKS	0	-	23553	0.151
ENSG00000126549	chr4	69995966	70002570	STATH	0	+	6604	0.07
ENSG00000126550	chr4	70050438	70058848	HTN1	0	+	8410	0.373
ENSG00000126583	chr19	53879190	53907652	PRKCG	0	+	28462	0.115
ENSG00000126733	chrX	86148451	86832604	DACH2	0	+	684153	0.201
ENSG00000126752	chrX	48255392	48267444	SSX1	0	+	12052	0.561
ENSG00000126856	chr16	90056566	90092072	PRDM7	0	-	35506	0.026
ENSG00000126890	chrX	154651972	154653579	CTAG2	0	-	1607	0.725
ENSG00000126950	chrX	101078879	101096367	TMEM35A	0	+	17488	0.77
ENSG00000127074	chr1	192636138	192660311	RGS13	0	+	24173	0.571
ENSG00000127241	chr3	187217282	187291980	MASP1	0	-	74698	0.524
ENSG00000127318	chr12	68248242	68253604	IL22	0	-	5362	0.003
ENSG00000127325	chr12	69643360	69699476	BEST3	0	-	56116	0.314
ENSG00000127366	chr7	141790217	141791367	TAS2R5	0	+	1150	0.414
ENSG00000127377	chr7	151428832	151440813	CRYGN	0	-	11981	0.303
ENSG00000127412	chr7	142908101	142933746	TRPV5	0	-	25645	0.147
ENSG00000127472	chr1	20028179	20091911	PLA2G5	0	+	63732	0.835
ENSG00000127515	chr19	14840466	14848922	OR7A10	0	-	8456	0.001
ENSG00000127529	chr19	14941489	14942448	OR7C2	0	+	959	0.001
ENSG00000127530	chr19	14789260	14835376	OR7C1	0	-	46116	0.067
ENSG00000127743	chr5	149371324	149404202	IL17B	0	-	32878	0.778
ENSG00000127780	chr17	3432870	3433841	OR1E2	0	-	971	0.012
ENSG00000127928	chr7	93591573	93911265	GNGT1	0	+	319692	0.674
ENSG00000128040	chr4	56809860	56821742	SPINK2	0	-	11882	0.172
ENSG00000128218	chr22	23752743	23754425	VPREB3	0	-	1682	0.857
ENSG00000128242	chr22	30554635	30574665	GAL3ST1	0	-	20030	0.282
ENSG00000128250	chr22	29438583	29442455	RFPL1	0	+	3872	0.33
ENSG00000128253	chr22	32190435	32205073	RFPL2	0	-	14638	0.126
ENSG00000128276	chr22	32354885	32361161	RFPL3	0	+	6276	0.224
ENSG00000128310	chr22	37823382	37825485	GALR3	0	+	2103	0.017
ENSG00000128313	chr22	35717872	35729483	APOL5	0	+	11611	0.032
ENSG00000128322	chr22	23573125	23580302	IGLL1	0	-	7177	0.875
ENSG00000128482	chr17	19411125	19417276	RNF112	0	+	6151	0.455
ENSG00000128519	chr7	122994704	122995700	TAS2R16	0	-	996	0.001
ENSG00000128610	chr7	122301303	122310691	FEZF1	0	-	9388	0.081
ENSG00000128645	chr2	176188668	176190907	HOXD1	0	+	2239	0.935
ENSG00000128714	chr2	176092721	176095944	HOXD13	0	+	3223	0.519
ENSG00000129152	chr11	17719571	17722136	MYOD1	0	+	2565	0.04
ENSG00000129170	chr11	19182030	19210571	CSRP3	0	-	28541	0.193
ENSG00000129221	chr17	6393693	6435199	AIPL1	0	-	41506	0.057
ENSG00000129673	chr17	76453351	76470117	AANAT	0	+	16766	0.088
ENSG00000129744	chr11	3645128	3664416	ART1	0	+	19288	0.054
ENSG00000129862	chrY	14056227	14056958	VCY1B	0	+	731	0.015
ENSG00000129864	chrY	13985772	13986473	VCY	0	-	701	0.014
ENSG00000129873	chrY	17878260	17880220	CDY2B	0	-	1960	0.0
ENSG00000129910	chr16	89171748	89195492	CDH15	0	+	23744	0.438
ENSG00000130032	chrX	151694607	151705924	PRRG3	0	+	11317	0.98
ENSG00000130037	chr12	5043879	5046788	KCNA5	0	+	2909	0.539
ENSG00000130055	chrX	70423031	70433390	GDPD2	0	+	10359	0.913
ENSG00000130167	chr19	11296139	11326996	TSPAN16	0	+	30857	0.034
ENSG00000130182	chr16	3088890	3099295	ZSCAN10	0	-	10405	0.024
ENSG00000130226	chr7	153887097	154894285	DPP6	0	+	1007188	0.546
ENSG00000130368	chr6	159890988	159917447	MAS1	0	+	26459	0.046
ENSG00000130385	chrX	50910735	50916641	BMP15	0	+	5906	0.004
ENSG00000130413	chr11	8391868	8594289	STK33	0	-	202421	0.615
ENSG00000130427	chr7	100720468	100723700	EPO	0	+	3232	0.805
ENSG00000130538	chr22	15528192	15529139	OR11H1	0	+	947	0.003
ENSG00000130561	chr2	233307816	233347055	SAG	0	+	39239	0.239
ENSG00000130711	chr9	130664594	130682986	PRDM12	0	+	18392	0.121
ENSG00000130783	chr12	122774526	122827528	CCDC62	0	+	53002	0.286
ENSG00000130943	chr22	46255663	46263343	PKDREJ	0	-	7680	0.388
ENSG00000130950	chr9	94318198	94328644	NUTM2F	0	-	10446	0.176
ENSG00000130957	chr9	94558720	94593824	FBP2	0	-	35104	0.228
ENSG00000131019	chr6	150061053	150069121	ULBP3	0	-	8068	0.542
ENSG00000131050	chr20	33161768	33181412	BPIFA2	0	+	19644	0.201
ENSG00000131059	chr20	33217310	33227806	BPIFA3	0	+	10496	0.005
ENSG00000131068	chr20	31368601	31373923	DEFB118	0	+	5322	0.002
ENSG00000131096	chr17	43952733	44004469	PYY	0	-	51736	0.88
ENSG00000131126	chr19	43401496	43418597	TEX101	0	+	17101	0.093
ENSG00000131142	chr19	8052318	8062660	CCL25	0	+	10342	0.131
ENSG00000131183	chr5	177379235	177398848	SLC34A1	0	+	19613	0.048
ENSG00000131264	chrX	73447053	73455171	CDX4	0	+	8118	0.002
ENSG00000131355	chr19	14619117	14690027	ADGRE3	0	-	70910	0.191
ENSG00000131379	chr3	14675141	14773036	C3orf20	0	+	97895	0.087
ENSG00000131409	chr19	50516892	50568435	LRRC4B	0	-	51543	0.656
ENSG00000131480	chr17	42844580	42850707	AOC2	0	+	6127	0.797
ENSG00000131482	chr17	42900797	42914438	G6PC1	0	+	13641	0.016
ENSG00000131721	chrX	120158613	120165630	RHOXF2	0	+	7017	0.08
ENSG00000131737	chr17	41377669	41382306	KRT34	0	-	4637	0.139
ENSG00000131738	chr17	41363498	41369813	KRT33B	0	-	6315	0.096
ENSG00000131808	chr11	30231014	30235261	FSHB	0	+	4247	0.003
ENSG00000131864	chr19	57119138	57131926	USP29	0	+	12788	0.007
ENSG00000131951	chr14	59919713	60063559	LRRC9	0	+	143846	0.087
ENSG00000132259	chr11	6234765	6244479	CNGA4	0	+	9714	0.211
ENSG00000132429	chr6	105157900	105180014	POPDC3	0	-	22114	0.598
ENSG00000132446	chrX	31071233	31072041	FTHL17	0	-	808	0.305
ENSG00000132518	chr17	8002615	8020342	GUCY2D	0	+	17727	0.798
ENSG00000132631	chr20	18813783	18814378	SCP2D1	0	+	595	0.001
ENSG00000132671	chr20	23035312	23039237	SSTR4	0	+	3925	0.005
ENSG00000132693	chr1	159712289	159714589	CRP	0	-	2300	0.029
ENSG00000132702	chr1	156619331	156625725	HAPLN2	0	+	6394	0.138
ENSG00000132703	chr1	159587826	159588865	APCS	0	+	1039	0.004
ENSG00000132704	chr1	157745733	157777132	FCRL2	0	-	31399	0.839
ENSG00000132874	chr18	45212995	45683688	SLC14A2	0	+	470693	0.82
ENSG00000132911	chr5	152391546	152433368	NMUR2	0	-	41822	0.059
ENSG00000132915	chr5	149857953	149944793	PDE6A	0	-	86840	0.185
ENSG00000132938	chr13	28820339	29505947	MTUS2	0	+	685608	0.784
ENSG00000132958	chr13	19422877	19536762	TPTE2	0	-	113885	0.122
ENSG00000132972	chr13	24764169	24879921	RNF17	0	+	115752	0.064
ENSG00000133020	chr17	10390322	10421950	MYH8	0	-	31628	0.22
ENSG00000133055	chr1	203167811	203175826	MYBPH	0	-	8015	0.254
ENSG00000133105	chr13	31739526	31803389	RXFP2	0	+	63863	0.012
ENSG00000133107	chr13	37632063	37869802	TRPC4	0	-	237739	0.482
ENSG00000133115	chr13	38965925	38990859	STOML3	0	-	24934	0.048
ENSG00000133488	chr22	30488902	30505711	SEC14L4	0	-	16809	0.318
ENSG00000133665	chr10	80344745	80368073	DYDC2	0	+	23328	0.997
ENSG00000133863	chr8	30831544	30913008	TEX15	0	-	81464	0.452
ENSG00000133878	chr8	33591330	33600023	DUSP26	0	-	8693	0.34
ENSG00000133958	chr14	93333219	93707876	UNC79	0	+	374657	0.993
ENSG00000133980	chr14	74303069	74360008	VRTN	0	+	56939	0.183
ENSG00000134007	chr14	70522358	70535015	ADAM20	0	-	12657	0.177
ENSG00000134115	chr3	1092658	1404217	CNTN6	0	+	311559	0.355
ENSG00000134160	chr15	31001061	31161273	TRPM1	0	-	160212	0.04
ENSG00000134183	chr1	109603091	109619929	GNAT2	0	-	16838	0.351
ENSG00000134193	chr1	119794017	119811580	REG4	0	-	17563	0.133
ENSG00000134200	chr1	115029826	115034302	TSHB	0	+	4476	0.008
ENSG00000134207	chr1	114089291	114153880	SYT6	0	-	64589	0.581
ENSG00000134216	chr1	111290851	111320566	CHIA	0	+	29715	0.101
ENSG00000134249	chr1	119893533	119896515	ADAM30	0	-	2982	0.004
ENSG00000134259	chr1	115285904	115338770	NGF	0	-	52866	0.539
ENSG00000134365	chr1	196888014	196918713	CFHR4	0	+	30699	0.046
ENSG00000134376	chr1	197268204	197478455	CRB1	0	+	210251	0.28
ENSG00000134389	chr1	196977556	197009678	CFHR5	0	+	32122	0.03
ENSG00000134398	chr16	23690310	23713226	ERN2	0	-	22916	0.496
ENSG00000134438	chr18	59267035	59274086	RAX	0	-	7051	0.032
ENSG00000134489	chr18	24460637	24479961	HRH4	0	+	19324	0.079
ENSG00000134538	chr12	21131194	21239796	SLCO1B1	0	+	108602	0.033
ENSG00000134545	chr12	10442264	10454685	KLRC1	0	-	12421	0.548
ENSG00000134571	chr11	47331406	47352702	MYBPC3	0	-	21296	0.134
ENSG00000134588	chrX	133023168	133097109	USP26	0	-	73941	0.054
ENSG00000134594	chrX	130171962	130184870	RAB33A	0	+	12908	0.782
ENSG00000134595	chrX	140502985	140505069	SOX3	0	-	2084	0.107
ENSG00000134640	chr11	92969651	92985066	MTNR1B	0	+	15415	0.042
