Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
TANC1	12	3	0	0	0	15	15	15
TPTE	12	2	0	1	0	15	15	15
ZNF462	15	0	0	0	0	15	15	15
DENND4B	17	0	0	0	0	17	14	14
EHBP1	17	0	0	0	0	17	14	14
FANCD2	17	0	0	0	0	17	14	14
FSIP2	15	2	0	0	0	17	14	14
HEATR5B	17	0	0	0	0	17	14	14
KIAA1522	12	5	0	0	0	17	14	14
LATS1	14	3	0	0	0	17	14	14
ABCA6	15	1	0	0	0	16	14	14
ARHGEF12	14	2	0	0	0	16	14	14
CELSR2	15	1	0	0	0	16	14	14
CHL1	13	1	0	2	0	16	14	14
CR2	13	2	0	1	0	16	14	14
FILIP1	14	2	0	0	0	16	14	14
IFT172	16	0	0	0	0	16	14	14
ITGA4	13	1	0	2	0	16	14	14
LTN1	15	1	0	0	0	16	14	14
NCAM2	14	2	0	0	0	16	14	14
PRRC2C	15	1	0	0	0	16	14	14
PTPRC	13	2	0	1	0	16	14	14
SLC12A5	15	1	0	0	0	16	14	14
AFF1	14	1	0	0	0	15	14	14
ANKRD26	14	0	1	0	0	15	14	14
ATN1	14	1	0	0	0	15	14	14
CDH10	13	1	0	1	0	15	14	14
CHD3	14	1	0	0	0	15	14	14
COL24A1	15	0	0	0	0	15	14	14
DMBT1	13	2	0	0	0	15	14	14
DOCK8	12	2	0	1	0	15	14	14
EPB41L3	13	1	0	1	0	15	14	14
FAM83H	15	0	0	0	0	15	14	14
FGA	15	0	0	0	0	15	14	14
GBF1	15	0	0	0	0	15	14	14
ITPR1	15	0	0	0	0	15	14	14
KIAA2022	10	5	0	0	0	15	14	14
LY75	13	1	0	1	0	15	14	14
MUC3A	13	2	0	0	0	15	14	14
NBEAL1	14	1	0	0	0	15	14	14
NRD1	15	0	0	0	0	15	14	14
PCNXL4	13	1	0	1	0	15	14	14
PPFIA2	11	3	0	1	0	15	14	14
PPFIA3	12	3	0	0	0	15	14	14
PROS1	13	1	0	1	0	15	14	14
PSIP1	7	5	0	3	0	15	14	14
PUM1	8	6	0	1	0	15	14	14
PZP	13	2	0	0	0	15	14	14
SAMD9L	12	3	0	0	0	15	14	14
SEMA5B	14	0	0	1	0	15	14	14
SMARCC2	13	1	0	1	0	15	14	14
SMC1A	13	2	0	0	0	15	14	14
SMC2	15	0	0	0	0	15	14	14
TNS3	14	0	0	1	0	15	14	14
USP48	11	3	0	1	0	15	14	14
WAC	9	6	0	0	0	15	14	14
XIRP1	14	1	0	0	0	15	14	14
ZNF608	12	3	0	0	0	15	14	14
ZNF99	14	1	0	0	0	15	14	14
A2M	11	3	0	0	0	14	14	14
ABCC12	12	2	0	0	0	14	14	14
ACSS3	12	2	0	0	0	14	14	14
ADAMTS16	10	3	0	1	0	14	14	14
ADAMTS3	14	0	0	0	0	14	14	14
AFF2	12	1	0	1	0	14	14	14
BBS9	12	0	0	2	0	14	14	14
BLM	14	0	0	0	0	14	14	14
C15orf39	13	1	0	0	0	14	14	14
CALD1	12	0	0	2	0	14	14	14
CAMSAP2	12	1	0	0	1	14	14	14
CAMTA1	11	3	0	0	0	14	14	14
CASP8	9	4	0	1	0	14	14	14
CDH2	14	0	0	0	0	14	14	14
COL4A3	13	1	0	0	0	14	14	14
COL4A4	11	3	0	0	0	14	14	14
COL5A3	13	1	0	0	0	14	14	14
DCAF12	13	1	0	0	0	14	14	14
DCDC1	14	0	0	0	0	14	14	14
DSCAML1	14	0	0	0	0	14	14	14
GRIA4	13	1	0	0	0	14	14	14
GRIK2	14	0	0	0	0	14	14	14
GTF2I	12	1	0	1	0	14	14	14
HECW1	13	0	0	1	0	14	14	14
KIAA1217	14	0	0	0	0	14	14	14
KIF14	13	1	0	0	0	14	14	14
KLF5	14	0	0	0	0	14	14	14
KNTC1	13	0	0	1	0	14	14	14
LPA	14	0	0	0	0	14	14	14
MAGI3	11	2	0	1	0	14	14	14
MAN2A1	13	1	0	0	0	14	14	14
MPHOSPH9	14	0	0	0	0	14	14	14
MYH7	12	1	0	1	0	14	14	14
NAV1	13	0	0	1	0	14	14	14
NCOA6	11	3	0	0	0	14	14	14
NINL	13	1	0	0	0	14	14	14
NOTCH3	13	1	0	0	0	14	14	14
PCDH11X	13	1	0	0	0	14	14	14
PCDHA7	14	0	0	0	0	14	14	14
PHKA1	10	3	0	1	0	14	14	14
PRDM16	13	1	0	0	0	14	14	14
SEC16A	9	5	0	0	0	14	14	14
SP100	14	0	0	0	0	14	14	14
TIAM1	13	1	0	0	0	14	14	14
TRERF1	10	3	0	0	1	14	14	14
USP24	12	1	0	1	0	14	14	14
USP9X	14	0	0	0	0	14	14	14
USPL1	11	2	0	1	0	14	14	14
VPS8	11	2	0	1	0	14	14	14
ZC3H13	13	1	0	0	0	14	14	14
ZEB1	14	0	0	0	0	14	14	14
ZFC3H1	13	1	0	0	0	14	14	14
ZNF761	13	1	0	0	0	14	14	14
ZSWIM8	14	0	0	0	0	14	14	14
PLA2R1	15	2	0	0	0	17	13	13
ARID4A	15	1	0	0	0	16	13	13
HSP90AA1	14	2	0	0	0	16	13	13
MCM3AP	16	0	0	0	0	16	13	13
MIS18BP1	15	0	0	1	0	16	13	13
NYNRIN	15	1	0	0	0	16	13	13
SAMD9	15	1	0	0	0	16	13	13
SBF2	12	4	0	0	0	16	13	13
WHSC1	15	1	0	0	0	16	13	13
ANAPC1	14	1	0	0	0	15	13	13
CBFA2T2	14	1	0	0	0	15	13	13
CTCF	10	5	0	0	0	15	13	13
DCLRE1A	11	4	0	0	0	15	13	13
EIF4G1	13	1	0	1	0	15	13	13
PALB2	14	1	0	0	0	15	13	13
PRUNE2	11	4	0	0	0	15	13	13
RERE	15	0	0	0	0	15	13	13
RIMS1	14	1	0	0	0	15	13	13
SIPA1L2	13	2	0	0	0	15	13	13
STAB2	15	0	0	0	0	15	13	13
TBC1D8B	14	1	0	0	0	15	13	13
TRAF3IP2	9	4	0	2	0	15	13	13
ABCC11	13	1	0	0	0	14	13	13
ADAMTS20	13	1	0	0	0	14	13	13
AGTPBP1	11	2	0	1	0	14	13	13
ATP2B4	13	1	0	0	0	14	13	13
ATP8B4	9	5	0	0	0	14	13	13
CDH11	13	1	0	0	0	14	13	13
CDH12	14	0	0	0	0	14	13	13
CDH6	13	1	0	0	0	14	13	13
CNTNAP5	9	5	0	0	0	14	13	13
DGKG	13	1	0	0	0	14	13	13
DOCK10	14	0	0	0	0	14	13	13
E2F8	14	0	0	0	0	14	13	13
EIF3A	12	2	0	0	0	14	13	13
ERC2	13	1	0	0	0	14	13	13
EXOC4	12	2	0	0	0	14	13	13
FLRT2	9	4	0	0	1	14	13	13
GCC2	12	2	0	0	0	14	13	13
GRIN2A	13	1	0	0	0	14	13	13
HDLBP	13	1	0	0	0	14	13	13
KDM3A	13	1	0	0	0	14	13	13
KDM5B	10	3	0	1	0	14	13	13
KIF26B	13	0	1	0	0	14	13	13
LAMB4	13	0	0	1	0	14	13	13
LRFN5	14	0	0	0	0	14	13	13
LRRC16A	14	0	0	0	0	14	13	13
MGAM	11	3	0	0	0	14	13	13
MROH2B	13	1	0	0	0	14	13	13
MYOM1	12	1	0	1	0	14	13	13
N4BP2	13	1	0	0	0	14	13	13
NAA15	13	1	0	0	0	14	13	13
NOTCH4	12	1	0	1	0	14	13	13
PLCL1	14	0	0	0	0	14	13	13
PLCL2	13	0	0	1	0	14	13	13
PTEN	8	5	0	1	0	14	13	13
PTPRK	12	1	0	1	0	14	13	13
QRICH2	14	0	0	0	0	14	13	13
QSER1	9	4	0	1	0	14	13	13
RALGAPB	10	2	0	2	0	14	13	13
RP11-407N17.3	13	1	0	0	0	14	13	13
STIL	14	0	0	0	0	14	13	13
SUPT16H	12	1	0	1	0	14	13	13
SYBU	14	0	0	0	0	14	13	13
SYNJ1	13	1	0	0	0	14	13	13
SYTL2	12	2	0	0	0	14	13	13
TRIOBP	12	2	0	0	0	14	13	13
UGGT2	12	1	0	1	0	14	13	13
USP54	11	3	0	0	0	14	13	13
USP7	12	1	0	1	0	14	13	13
USP8	14	0	0	0	0	14	13	13
ZGRF1	12	2	0	0	0	14	13	13
ZNF160	14	0	0	0	0	14	13	13
ZNF800	13	1	0	0	0	14	13	13
ADGRB3	12	1	0	0	0	13	13	13
ALPK3	11	2	0	0	0	13	13	13
ANKRD17	13	0	0	0	0	13	13	13
ARFGEF1	12	1	0	0	0	13	13	13
ASTN1	11	2	0	0	0	13	13	13
ATP13A3	11	2	0	0	0	13	13	13
ATP8A2	11	1	0	1	0	13	13	13
BCL9	12	1	0	0	0	13	13	13
CCDC108	12	0	0	1	0	13	13	13
CDH7	11	0	0	2	0	13	13	13
CEP104	12	1	0	0	0	13	13	13
CFAP47	11	2	0	0	0	13	13	13
CLASP1	11	2	0	0	0	13	13	13
COBLL1	12	1	0	0	0	13	13	13
DAPK1	12	1	0	0	0	13	13	13
DIP2B	11	1	0	1	0	13	13	13
DIP2C	13	0	0	0	0	13	13	13
DLG5	11	2	0	0	0	13	13	13
DPP10	10	2	0	1	0	13	13	13
DPYD	12	1	0	0	0	13	13	13
DPYS	12	1	0	0	0	13	13	13
EFCAB6	12	0	0	1	0	13	13	13
EPHA7	10	2	0	1	0	13	13	13
FAM83G	11	2	0	0	0	13	13	13
FBXL7	13	0	0	0	0	13	13	13
FERMT3	13	0	0	0	0	13	13	13
FNDC3A	13	0	0	0	0	13	13	13
GABRA4	11	0	0	2	0	13	13	13
GREB1	12	0	0	1	0	13	13	13
GRIK3	10	2	0	1	0	13	13	13
GRIK5	13	0	0	0	0	13	13	13
HEATR5A	13	0	0	0	0	13	13	13
IMPG2	12	1	0	0	0	13	13	13
ITGAV	12	1	0	0	0	13	13	13
KIAA0319L	12	0	0	1	0	13	13	13
LAMB1	12	0	0	1	0	13	13	13
LRRC37A3	11	1	0	1	0	13	13	13
LRRC41	10	2	0	1	0	13	13	13
MAGI1	13	0	0	0	0	13	13	13
MAP2	13	0	0	0	0	13	13	13
MAST1	11	2	0	0	0	13	13	13
MIA3	9	4	0	0	0	13	13	13
MYH4	12	0	0	1	0	13	13	13
MYO10	10	2	0	1	0	13	13	13
MYOM2	10	1	0	2	0	13	13	13
MYPN	11	2	0	0	0	13	13	13
N4BP2L2	12	1	0	0	0	13	13	13
NFATC1	13	0	0	0	0	13	13	13
NID1	11	2	0	0	0	13	13	13
NLRP3	11	2	0	0	0	13	13	13
NPHP3	12	1	0	0	0	13	13	13
NSMAF	10	1	0	2	0	13	13	13
NUMA1	12	1	0	0	0	13	13	13
NUP210L	11	2	0	0	0	13	13	13
NUP214	12	1	0	0	0	13	13	13
PAPPA	13	0	0	0	0	13	13	13
PCDHA2	10	3	0	0	0	13	13	13
PCDHB11	11	2	0	0	0	13	13	13
PCDHB16	11	2	0	0	0	13	13	13
PCDHB6	11	2	0	0	0	13	13	13
PCDHGA5	13	0	0	0	0	13	13	13
PLCG1	12	1	0	0	0	13	13	13
PLEKHA5	13	0	0	0	0	13	13	13
PLEKHA7	13	0	0	0	0	13	13	13
POT1	12	1	0	0	0	13	13	13
PPARG	13	0	0	0	0	13	13	13
PPP2R3A	13	0	0	0	0	13	13	13
PREX1	13	0	0	0	0	13	13	13
PTPN4	13	0	0	0	0	13	13	13
PTPRF	13	0	0	0	0	13	13	13
RGPD3	12	1	0	0	0	13	13	13
RGS22	12	1	0	0	0	13	13	13
RNF123	11	1	0	1	0	13	13	13
RNF17	12	0	0	1	0	13	13	13
SCN10A	11	2	0	0	0	13	13	13
SLC26A8	12	1	0	0	0	13	13	13
SLCO1B3	13	0	0	0	0	13	13	13
SLFN11	10	3	0	0	0	13	13	13
SLIT2	13	0	0	0	0	13	13	13
SMC5	11	2	0	0	0	13	13	13
SP140	11	2	0	0	0	13	13	13
SPATA5	12	0	0	1	0	13	13	13
SULF1	13	0	0	0	0	13	13	13
TEP1	11	0	0	2	0	13	13	13
TLN2	13	0	0	0	0	13	13	13
TNPO3	10	2	0	1	0	13	13	13
TNR	12	1	0	0	0	13	13	13
TTLL7	11	2	0	0	0	13	13	13
UPF2	13	0	0	0	0	13	13	13
VWA3B	13	0	0	0	0	13	13	13
WDR36	13	0	0	0	0	13	13	13
ZFPM2	11	1	0	1	0	13	13	13
ZNF471	11	2	0	0	0	13	13	13
ADCY10	15	0	0	0	0	15	12	12
KCNQ5	15	0	0	0	0	15	12	12
PLXNA2	13	2	0	0	0	15	12	12
UACA	13	2	0	0	0	15	12	12
ZNF750	12	2	0	0	1	15	12	12
AMER1	11	3	0	0	0	14	12	12
ATF7IP	11	3	0	0	0	14	12	12
ATP13A2	14	0	0	0	0	14	12	12
CD163L1	10	2	0	2	0	14	12	12
CLSTN2	12	2	0	0	0	14	12	12
COL5A1	14	0	0	0	0	14	12	12
DOCK6	13	0	0	1	0	14	12	12
FAM21C	13	1	0	0	0	14	12	12
FANCI	14	0	0	0	0	14	12	12
FBXO34	14	0	0	0	0	14	12	12
ITSN1	13	1	0	0	0	14	12	12
KDR	11	2	0	1	0	14	12	12
MLLT4	12	2	0	0	0	14	12	12
PLB1	13	1	0	0	0	14	12	12
RAB11FIP1	13	1	0	0	0	14	12	12
SALL2	11	3	0	0	0	14	12	12
SKIL	11	3	0	0	0	14	12	12
TOPBP1	14	0	0	0	0	14	12	12
TXNIP	13	1	0	0	0	14	12	12
WDR33	13	1	0	0	0	14	12	12
ZFYVE16	10	3	0	1	0	14	12	12
AHCTF1	13	0	0	0	0	13	12	12
AKAP11	11	2	0	0	0	13	12	12
ANO4	11	1	0	1	0	13	12	12
ARHGAP20	13	0	0	0	0	13	12	12
ARHGAP21	13	0	0	0	0	13	12	12
ATP8B1	13	0	0	0	0	13	12	12
CACNA1D	12	1	0	0	0	13	12	12
CACNA1G	11	1	0	1	0	13	12	12
CASP8AP2	13	0	0	0	0	13	12	12
CEBPZ	13	0	0	0	0	13	12	12
CFAP54	9	3	0	1	0	13	12	12
CFAP70	10	2	0	1	0	13	12	12
CKAP5	12	0	0	1	0	13	12	12
CNTRL	11	2	0	0	0	13	12	12
COL19A1	12	0	0	1	0	13	12	12
COL3A1	11	1	0	1	0	13	12	12
EMILIN2	13	0	0	0	0	13	12	12
EML5	11	2	0	0	0	13	12	12
EPHA6	12	0	0	1	0	13	12	12
EVC2	13	0	0	0	0	13	12	12
FASN	13	0	0	0	0	13	12	12
FBF1	13	0	0	0	0	13	12	12
FLNA	11	2	0	0	0	13	12	12
GUCY2C	12	0	0	1	0	13	12	12
HEG1	11	2	0	0	0	13	12	12
ITIH2	13	0	0	0	0	13	12	12
KIAA0368	9	4	0	0	0	13	12	12
KIFAP3	13	0	0	0	0	13	12	12
MME	12	1	0	0	0	13	12	12
MYBPC1	12	1	0	0	0	13	12	12
NEO1	13	0	0	0	0	13	12	12
NHS	11	2	0	0	0	13	12	12
NLRC5	12	1	0	0	0	13	12	12
NRAP	13	0	0	0	0	13	12	12
OCA2	12	0	0	1	0	13	12	12
PCDH1	13	0	0	0	0	13	12	12
PPARGC1A	11	1	0	1	0	13	12	12
PRDM5	10	3	0	0	0	13	12	12
PTPRS	12	1	0	0	0	13	12	12
RAD21	12	1	0	0	0	13	12	12
RAPGEF6	9	4	0	0	0	13	12	12
RARG	10	2	0	1	0	13	12	12
RRBP1	13	0	0	0	0	13	12	12
SEMA3E	13	0	0	0	0	13	12	12
SESN3	13	0	0	0	0	13	12	12
SLITRK5	11	2	0	0	0	13	12	12
SORL1	7	6	0	0	0	13	12	12
SPTBN5	11	2	0	0	0	13	12	12
TSHZ3	13	0	0	0	0	13	12	12
ULK4	13	0	0	0	0	13	12	12
VCAM1	12	1	0	0	0	13	12	12
XRN1	9	3	0	1	0	13	12	12
YTHDC2	13	0	0	0	0	13	12	12
ZFP36L2	11	1	1	0	0	13	12	12
ZNF626	11	2	0	0	0	13	12	12
ABCA1	12	0	0	0	0	12	12	12
ABCC1	11	1	0	0	0	12	12	12
ABCC3	11	0	0	1	0	12	12	12
ABCC4	10	1	0	1	0	12	12	12
ADGRD1	11	1	0	0	0	12	12	12
ANKRD27	11	1	0	0	0	12	12	12
AP3B1	11	1	0	0	0	12	12	12
ARHGAP29	11	1	0	0	0	12	12	12
ASAP1	8	2	0	1	1	12	12	12
BAZ1B	11	1	0	0	0	12	12	12
BCL9L	11	1	0	0	0	12	12	12
BCOR	12	0	0	0	0	12	12	12
BOC	12	0	0	0	0	12	12	12
BRD4	11	1	0	0	0	12	12	12
CCDC132	11	1	0	0	0	12	12	12
CDH17	9	3	0	0	0	12	12	12
CFH	11	1	0	0	0	12	12	12
CLASP2	11	1	0	0	0	12	12	12
CLCA4	9	2	0	1	0	12	12	12
CLSPN	10	2	0	0	0	12	12	12
CNNM4	10	2	0	0	0	12	12	12
COG5	11	0	0	1	0	12	12	12
COL4A1	12	0	0	0	0	12	12	12
COL6A5	12	0	0	0	0	12	12	12
CPED1	11	1	0	0	0	12	12	12
CTNNB1	12	0	0	0	0	12	12	12
CUL7	11	1	0	0	0	12	12	12
DNAH6	10	2	0	0	0	12	12	12
DNAJC6	9	3	0	0	0	12	12	12
DNM2	10	2	0	0	0	12	12	12
DOCK3	9	2	0	1	0	12	12	12
DSEL	11	1	0	0	0	12	12	12
EHMT2	12	0	0	0	0	12	12	12
ENAM	11	1	0	0	0	12	12	12
FAM171A1	11	0	0	1	0	12	12	12
FBXO42	11	1	0	0	0	12	12	12
FCHO1	12	0	0	0	0	12	12	12
FGD6	10	1	0	1	0	12	12	12
FMO3	12	0	0	0	0	12	12	12
GUCY1A3	10	2	0	0	0	12	12	12
HECW2	12	0	0	0	0	12	12	12
HIPK3	10	2	0	0	0	12	12	12
HLCS	11	1	0	0	0	12	12	12
ICAM5	9	2	0	1	0	12	12	12
ICE2	11	0	1	0	0	12	12	12
IGSF9B	12	0	0	0	0	12	12	12
IKBKAP	10	1	0	1	0	12	12	12
INTS1	11	1	0	0	0	12	12	12
ITGAM	11	1	0	0	0	12	12	12
KIAA0556	11	1	0	0	0	12	12	12
KIAA1210	10	1	0	1	0	12	12	12
KIAA1551	10	2	0	0	0	12	12	12
KIF17	12	0	0	0	0	12	12	12
KIF1A	10	1	0	1	0	12	12	12
KIT	8	2	0	2	0	12	12	12
LIPE	11	1	0	0	0	12	12	12
LRRC36	10	2	0	0	0	12	12	12
LRRC37B	11	0	0	1	0	12	12	12
MAP4K3	8	2	0	2	0	12	12	12
MARCH7	10	1	0	1	0	12	12	12
MBTPS1	10	2	0	0	0	12	12	12
MCF2L2	11	0	0	1	0	12	12	12
MCM4	11	1	0	0	0	12	12	12
MED13L	10	1	0	1	0	12	12	12
MTMR3	11	1	0	0	0	12	12	12
MTMR4	9	3	0	0	0	12	12	12
MYOF	11	0	0	1	0	12	12	12
NBAS	11	1	0	0	0	12	12	12
NBPF12	12	0	0	0	0	12	12	12
NCKAP1	10	1	0	1	0	12	12	12
NCOA3	7	5	0	0	0	12	12	12
NEK11	9	3	0	0	0	12	12	12
NFE2L3	11	1	0	0	0	12	12	12
NLRP4	12	0	0	0	0	12	12	12
NPAT	11	1	0	0	0	12	12	12
NRG1	9	3	0	0	0	12	12	12
NUP153	12	0	0	0	0	12	12	12
NUP160	11	0	0	1	0	12	12	12
NUP98	12	0	0	0	0	12	12	12
NWD1	11	0	0	1	0	12	12	12
OSBPL3	11	1	0	0	0	12	12	12
PCDHGB3	10	2	0	0	0	12	12	12
PCNX	11	1	0	0	0	12	12	12
PHRF1	12	0	0	0	0	12	12	12
PI4KB	10	2	0	0	0	12	12	12
PRRC2B	11	1	0	0	0	12	12	12
PTCHD2	12	0	0	0	0	12	12	12
PXDN	11	1	0	0	0	12	12	12
PYGM	11	1	0	0	0	12	12	12
RGS12	10	2	0	0	0	12	12	12
RPTOR	11	1	0	0	0	12	12	12
RREB1	7	5	0	0	0	12	12	12
RSRC2	12	0	0	0	0	12	12	12
SEMA6D	11	1	0	0	0	12	12	12
SETBP1	12	0	0	0	0	12	12	12
SETDB1	10	2	0	0	0	12	12	12
SEZ6L	10	1	0	1	0	12	12	12
SHANK1	12	0	0	0	0	12	12	12
SHANK2	11	0	0	1	0	12	12	12
SIPA1L3	11	1	0	0	0	12	12	12
SLC6A15	11	1	0	0	0	12	12	12
SMG5	11	1	0	0	0	12	12	12
SPEG	12	0	0	0	0	12	12	12
SPTBN2	11	1	0	0	0	12	12	12
STON1	11	1	0	0	0	12	12	12
TAOK1	12	0	0	0	0	12	12	12
TAS1R3	10	2	0	0	0	12	12	12
THRAP3	9	3	0	0	0	12	12	12
TIE1	10	2	0	0	0	12	12	12
TMEM67	11	1	0	0	0	12	12	12
TP63	11	0	0	0	1	12	12	12
UGGT1	11	1	0	0	0	12	12	12
UHRF1BP1	10	2	0	0	0	12	12	12
UNC13B	11	1	0	0	0	12	12	12
USP4	9	3	0	0	0	12	12	12
USP47	9	2	0	1	0	12	12	12
VIT	11	1	0	0	0	12	12	12
WDR62	11	0	0	1	0	12	12	12
WDR66	11	1	0	0	0	12	12	12
WNK3	10	2	0	0	0	12	12	12
YME1L1	8	4	0	0	0	12	12	12
ZIC1	12	0	0	0	0	12	12	12
ZNF217	11	1	0	0	0	12	12	12
ZNF567	10	2	0	0	0	12	12	12
HEPHL1	16	0	0	0	0	16	11	11
TAOK3	15	0	0	1	0	16	11	11
PRX	14	1	0	0	0	15	11	11
ZNF407	14	1	0	0	0	15	11	11
BAP1	10	2	0	2	0	14	11	11
MBD6	13	1	0	0	0	14	11	11
TCF20	11	3	0	0	0	14	11	11
ZFP37	11	3	0	0	0	14	11	11
ZNF229	13	1	0	0	0	14	11	11
BUD13	11	1	0	1	0	13	11	11
CCDC141	12	1	0	0	0	13	11	11
CFAP61	11	2	0	0	0	13	11	11
MYO7A	13	0	0	0	0	13	11	11
PCDHGA4	12	1	0	0	0	13	11	11
PDE1C	12	1	0	0	0	13	11	11
RNF19A	12	1	0	0	0	13	11	11
RP1L1	13	0	0	0	0	13	11	11
SEC23IP	13	0	0	0	0	13	11	11
SLC44A2	12	0	0	1	0	13	11	11
STAT1	11	1	0	1	0	13	11	11
TRIP12	8	4	0	1	0	13	11	11
TTLL5	12	1	0	0	0	13	11	11
ZNF644	13	0	0	0	0	13	11	11
ALYREF	9	3	0	0	0	12	11	11
ANKIB1	10	2	0	0	0	12	11	11
ATG2A	10	2	0	0	0	12	11	11
ATP10D	10	1	0	1	0	12	11	11
C8orf34	8	4	0	0	0	12	11	11
CARF	11	0	0	1	0	12	11	11
CD1D	11	1	0	0	0	12	11	11
CFAP44	8	4	0	0	0	12	11	11
CNST	11	0	0	1	0	12	11	11
COL15A1	11	1	0	0	0	12	11	11
CPS1	10	0	0	2	0	12	11	11
CSPP1	11	1	0	0	0	12	11	11
DDX20	10	1	0	1	0	12	11	11
DDX3X	9	1	0	2	0	12	11	11
DHX8	11	1	0	0	0	12	11	11
DNHD1	10	2	0	0	0	12	11	11
DZIP1	11	1	0	0	0	12	11	11
EEA1	11	1	0	0	0	12	11	11
EIF4A2	11	1	0	0	0	12	11	11
EPHB1	12	0	0	0	0	12	11	11
EPS8	5	7	0	0	0	12	11	11
FASTKD3	12	0	0	0	0	12	11	11
FTSJ3	8	4	0	0	0	12	11	11
IFI16	10	2	0	0	0	12	11	11
IGF1R	11	1	0	0	0	12	11	11
KCNC4	12	0	0	0	0	12	11	11
KLHL1	10	2	0	0	0	12	11	11
MDC1	12	0	0	0	0	12	11	11
MIPOL1	10	1	0	1	0	12	11	11
MYO1B	8	1	0	3	0	12	11	11
NEK10	11	1	0	0	0	12	11	11
NLRP2	12	0	0	0	0	12	11	11
OPA1	9	2	0	1	0	12	11	11
PCDH17	10	2	0	0	0	12	11	11
PCDHA6	11	1	0	0	0	12	11	11
PCDHGA3	11	1	0	0	0	12	11	11
PIK3C2B	8	4	0	0	0	12	11	11
PLEKHA4	12	0	0	0	0	12	11	11
POLR3A	9	3	0	0	0	12	11	11
PTPN22	12	0	0	0	0	12	11	11
RNF111	8	4	0	0	0	12	11	11
SCG2	12	0	0	0	0	12	11	11
SLC38A10	9	2	0	1	0	12	11	11
SSH2	12	0	0	0	0	12	11	11
TEX2	10	2	0	0	0	12	11	11
TMC5	10	2	0	0	0	12	11	11
TMEM132B	11	1	0	0	0	12	11	11
TNIK	10	2	0	0	0	12	11	11
TRAPPC8	12	0	0	0	0	12	11	11
TRHDE	12	0	0	0	0	12	11	11
TRPM2	11	0	0	1	0	12	11	11
TRPM7	11	1	0	0	0	12	11	11
USP37	10	2	0	0	0	12	11	11
VPS13A	11	1	0	0	0	12	11	11
WHSC1L1	12	0	0	0	0	12	11	11
ZBTB21	11	1	0	0	0	12	11	11
ZNF107	10	2	0	0	0	12	11	11
ZNF518B	10	2	0	0	0	12	11	11
ZNF594	12	0	0	0	0	12	11	11
ZNF600	12	0	0	0	0	12	11	11
A2ML1	11	0	0	0	0	11	11	11
AASDH	10	1	0	0	0	11	11	11
AASS	10	1	0	0	0	11	11	11
ABI3BP	10	1	0	0	0	11	11	11
ACTG1	10	1	0	0	0	11	11	11
ADAM10	11	0	0	0	0	11	11	11
ADAMTS15	11	0	0	0	0	11	11	11
ADCY5	11	0	0	0	0	11	11	11
ADD1	8	2	0	1	0	11	11	11
AKNA	10	1	0	0	0	11	11	11
ANAPC5	9	2	0	0	0	11	11	11
ANKLE2	9	0	0	2	0	11	11	11
ANKS1A	10	1	0	0	0	11	11	11
AP2B1	11	0	0	0	0	11	11	11
ARAP2	8	3	0	0	0	11	11	11
ARHGAP9	9	2	0	0	0	11	11	11
ARVCF	10	1	0	0	0	11	11	11
ATP6V0A1	10	1	0	0	0	11	11	11
ATP6V1A	11	0	0	0	0	11	11	11
ATP8A1	10	1	0	0	0	11	11	11
BAZ2A	6	4	0	1	0	11	11	11
BNC2	9	2	0	0	0	11	11	11
BRAF	9	1	0	1	0	11	11	11
C10orf12	10	1	0	0	0	11	11	11
C11orf30	11	0	0	0	0	11	11	11
C20orf194	8	3	0	0	0	11	11	11
C9orf84	9	2	0	0	0	11	11	11
CACNA1C	10	1	0	0	0	11	11	11
CACNA1H	9	0	0	2	0	11	11	11
CADM2	11	0	0	0	0	11	11	11
CASP1	9	2	0	0	0	11	11	11
CCDC30	8	3	0	0	0	11	11	11
CCHCR1	8	2	0	1	0	11	11	11
CD163	10	1	0	0	0	11	11	11
CDK13	7	4	0	0	0	11	11	11
CEP290	10	1	0	0	0	11	11	11
CEP97	7	3	0	1	0	11	11	11
CNGB1	9	1	0	1	0	11	11	11
COL2A1	10	1	0	0	0	11	11	11
CSNK2A1	10	1	0	0	0	11	11	11
DACH1	8	2	0	1	0	11	11	11
DCLK2	10	0	0	1	0	11	11	11
DDIAS	11	0	0	0	0	11	11	11
DHX15	8	2	0	1	0	11	11	11
DHX34	10	1	0	0	0	11	11	11
DOCK1	9	2	0	0	0	11	11	11
DSG2	9	2	0	0	0	11	11	11
ECE2	11	0	0	0	0	11	11	11
EGF	11	0	0	0	0	11	11	11
ERBB4	10	1	0	0	0	11	11	11
ERN2	11	0	0	0	0	11	11	11
ESF1	11	0	0	0	0	11	11	11
FAM178A	11	0	0	0	0	11	11	11
FAM184A	7	2	0	2	0	11	11	11
FSTL5	10	1	0	0	0	11	11	11
GAK	10	1	0	0	0	11	11	11
GRID1	11	0	0	0	0	11	11	11
GRIP1	10	1	0	0	0	11	11	11
GRM7	10	1	0	0	0	11	11	11
GYS2	9	1	0	1	0	11	11	11
HEPH	10	1	0	0	0	11	11	11
IBTK	9	1	0	1	0	11	11	11
IGF2R	10	1	0	0	0	11	11	11
IKZF2	11	0	0	0	0	11	11	11
IPO8	8	3	0	0	0	11	11	11
JAG1	9	0	1	1	0	11	11	11
